Название,Продукт,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Агинский Бурятский округ (Забайкальский край),"Булочные изделия сдобные из муки высшего сорта штучные, кг",,,25,"31,25",40,40,40,"59,79",,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Бараночные изделия, кг",,,25,28,"28,33","32,66","36,97",40,,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Рис шлифованный, кг",,,"13,16","13,16",20,20,"21,33","32,29",,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Крупа манная, кг",,,"11,9","12,07",15,15,15,"16,66",,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Пшено, кг",,,9,12,17,17,15,"19,53",,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Горох и фасоль, кг",,,10,12,15,16,16,"16,33",,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Крупа гречневая-ядрица, кг",,,15,19,19,19,20,"23,33",,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Крупы овсяная и перловая, кг",,,8,10,11,11,11,"16,33",,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Вермишель, кг",,,"15,5","16,33",19,19,19,"26,66",,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Макаронные изделия из пшеничной муки высшего сорта, кг",,,"15,5","16,5","18,83",20,20,27,,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Картофель, кг",,,3,10,10,14,16,"20,49",,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Капуста белокочанная свежая, кг",,,"12,32",14,13,13,"15,66",14,,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Лук репчатый, кг",,,"11,33",12,11,"11,66",18,"18,98",,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Свёкла столовая, кг",,,11,15,15,13,20,"19,66",,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Морковь, кг",,,12,12,12,"11,66","15,33","23,65",,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Чеснок, кг",,,"48,33","48,33","48,5","48,5",65,65,,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Огурцы свежие, кг",,,"54,85","49,32","59,89",45,"47,95","69,88",,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Помидоры свежие, кг",,,,,,,50,"47,43",,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Овощи замороженные, кг",,,,,,,"89,86","89,86",,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Яблоки, кг",,,30,"31,66",35,38,"42,98","47,65",,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Груши, кг",,,,,,,"33,47","52,44",,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Апельсины, кг",,,38,43,43,"47,66","51,98","66,98",,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Виноград, кг",,,,,,,90,"84,06",,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Лимоны, кг",,,,,,,50,55,,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Сухофрукты, кг",,,,,,,"64,65","66,04",,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Бананы, кг",,,36,"41,66","40,66",41,"47,95","48,6",,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Водка крепостью 40% об.спирта и выше обыкновенного качества, л",,,"105,33","111,33","182,66","187,98","213,28",240,,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Водка крепостью 40% об. спирта и выше повышенного качества, л",,,,"161,12","199,23","242,46","267,18","272,18",,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Вино виноградное крепленое крепостью до 20% об.спирта, л",,,86,"98,09","109,4","126,58","128,65","128,65",,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Вино виноградное столовое (сухое, полусухое, полусладкое) крепостью до 14% об.спирта и содержанием до 8% сахара, л",,,76,"83,81","92,67",108,110,110,,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Коньяк ординарный отечественный, л",,,200,230,250,340,380,380,,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Вино игристое отечественное, л",,,115,115,"193,1",180,180,180,,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Пиво отечественное, л",,,31,31,36,36,45,45,,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Вода минеральная и питьевая, л",,,11,12,"12,33","12,66","14,33","15,33",,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Напитки газированные, л",,,"11,5","11,5",12,13,"14,61","14,33",,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Мороженое сливочное, кг",,,,"64,4","67,52","70,71","75,74","80,97",,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Обед в ресторане, на 1 человека",,,"184,39","191,21","232,49","238,47","280,33","290,34",,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Кофе в организациях быстрого обслуживания, 200 г",,,5,5,"6,5","6,5",8,8,,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Обед в столовой, кафе, закусочной (кроме столовой в организации), на 1 человека",,,82,82,95,"99,5","115,72","130,72",,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Ужин в ресторане, на 1 человека",,,"411,55","426,57","494,53","589,38","596,79","596,79",,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Ситец набивной отечественный, м",,,28,28,"30,33","30,33","30,33","38,31",,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Ткани хлопчатобумажные бельевые, м",,,"21,98","21,98","22,33","22,33","24,33","26,66",,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Ткань костюмная шерстяная и полушерстяная, м",,,,,,,200,250,,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Ткань платьевая из искусственного или синтетического шелка, м",,,130,130,"147,48","147,48","154,92","169,71",,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Ткани декоративные для изготовления штор и занавесей, м",,,,"86,95",90,108,120,"152,48",,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Полотенце личное, шт.",,,"44,81","48,11","50,92","59,54","60,93","63,29",,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Полотенце банное, шт.",,,240,"244,95","244,95","244,95","244,95","254,95",,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Полотенце кухонное, шт.",,,"24,99","25,33","25,33","30,33","32,31","33,99",,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Брюки мужские из полушерстяных или смесовых тканей, шт.",,,330,"377,49","384,97",460,520,550,,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Брюки мужские из джинсовой ткани (джинсы), шт.",,,380,"424,97",450,550,"624,5","624,5",,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Сорочка верхняя мужская из хлопчатобумажных или смесовых тканей, шт.",,,160,"179,81",200,"256,5","283,06","296,63",,,,,,,,,,,,,,,
Агинский Бурятский округ (Забайкальский край),"Куртка мужская из натуральной кожи, шт.",,,3300,3300,"3365,36","4365,66",4500,"4631,67",,,,,,,,,,,,,,,
