Название,Продукт,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Омская область,"Джемпер женский, шт.",,,"526,99","542,3","546,33","573,73","589,26","615,72","692,83","789,55","888,86","1002,88","1066,99","1144,99","1159,32","1338,71","1343,08","1333,17","1433,83","1422,26","1410,36","1394,56","1529,73"
Омская область,"Трикотажный головной убор мужской, шт.",,,"167,43","193,5","217,26","233,68","238,81","266,62","281,91","317,11","347,76","361,24","365,4","395,33","406,41","452,15","507,08","522,07","559,4","588,52","601,59","599,06",
Омская область,"Трикотажный головной убор женский, шт.",,,"244,27","237,15","266,36","304,88","336,49","358,52","370,75","406,74","446,49","469,63","482,17","539,75","558,15","627,33","640,58","658,48","709,92","788,86","809,11","851,9",
Омская область,"Трикотажная шапочка детская, шт.",,,"96,44","114,42","133,82","144,26","157,8","177,63","220,16","256,18","281,69","300,21","319,35","340,84","361,99","396,08","396,61","388,82","408,67","415,46","419,59","421,52","424,89"
Омская область,"Перчатки трикотажные женские, пара",,,"53,97","55,58","59,71","60,98","62,95","66,83","77,57","87,77","96,75","105,96","112,18","125,07","139,21","163,8","204,73","221,14","235,77","218,64","211,28","220,94","231,85"
Омская область,"Варежки (перчатки) детские, пара",,,"35,38","36,36","37,92","37,52","39,18","43,16","50,73","63,27","70,7","83,48","90,06",,,,,,,"202,33","204,08","210,72","225,71"
Омская область,"Трусы мужские из хлопчатобумажного трикотажного полотна, шт.",,,"42,17","46,64","57,38","58,49","59,65","65,41","69,75","80,08","89,23","97,61","110,41","120,81","124,67","141,77","162,79","169,22","170,52","182,05","181,51","199,11",
Омская область,"Майка, футболка мужская бельевая, шт.",,,"54,67","54,4","57,54","62,76","62,9","70,03","81,05","87,21","92,95","106,14","111,31","123,41","132,74","156,11","170,91","187,19","189,58","208,77","244,96","287,65","338,4"
Омская область,"Футболка детская, шт.",,,"53,35","61,7","68,32","73,52","74,26","78,76","93,63","111,12","121,95","131,28","144,92","150,68","161,52","202,84","230,53","250,36","275,76","318,96","308,7","334,68","347,74"
Омская область,"Трусы женские, шт.",,,"40,59","41,46","48,87","51,24","53,64","59,38","62,99","70,67","75,58","83,93","89,03","94,08","98,32","110,99","132,83","139,58","151,83","148,32","151,58","154,69","187,82"
Омская область,"Трусы детские, шт.",,,"17,73","20,22","22,61","23,79","25,41","28,48","35,53","42,35","47,16","50,05","52,62","56,32","56,64","68,64","83,87","88,55","94,51",102,"105,61","120,09","147,55"
Омская область,"Майка, футболка женская бельевая, шт.",,,,,,,,,"99,04","104,04","125,48","135,88","150,12","160,67","167,24","203,7","217,57","269,25","315,24","319,53","326,58","340,8","435,14"
Омская область,"Колготки женские эластичные, шт.",,,,,,,,,,,,,,,,,,"179,34","181,5","181,15","197,37","213,88","200,81"
Омская область,"Носки мужские, пара",,,"19,94","22,1","23,39","24,18","24,61","28,3","30,38","33,59","35,88","38,49","40,68","41,1","42,13","49,08","50,86","48,52","52,11","51,68","54,01","62,62","76,02"
Омская область,"Носки, гольфы детские, пара",,,"14,75","15,18","16,6","17,08","18,04","19,54","23,46","25,61","27,94","33,48","35,27","38,34","43,15","48,28","52,72","52,07","54,02","54,68","58,07","61,96","72,54"
Омская область,"Колготки детские, шт.",,,"44,38","46,11","45,83","50,67","53,37","56,82","63,42","74,28","89,13","91,89","94,93","98,68","102,72","127,01","147,01","148,65","160,91","159,23","172,57","187,82","208,44"
Омская область,"Колготки женские эластичные плотностью 15-20 DEN, шт.",,,"34,5","37,03","39,27","42,25","43,14","50,32","59,19","76,1","84,61","90,62","97,57","103,73","120,11","141,83","148,73",,,,,,
Омская область,"Колготки женские эластичные плотностью свыше 20 DEN, шт.",,,"94,45","91,41","93,23","98,62","103,69","112,5",129,"146,03","151,78","152,23","154,31","153,1","175,16","186,71","193,24",,,,,,
Омская область,"Носки, гольфы женские, пара",,,,,,,,,,,,,,,,,,,,"50,82","53,5","57,04","70,1"
Омская область,"Сапоги женские зимние с верхом из натуральной кожи, пара",,,"2016,47","2042,67","2099,02","2218,35","2332,6","2502,67","2936,97","3171,6","3528,16","3770,36","4036,54","4218,44","4727,23","5461,19","5804,82",6439,"6759,29","7038,54","7187,7","7198,02","7523,68"
Омская область,"Сапоги женские осенние с верхом из натуральной кожи, пара",,,,"1500,77","1535,3","1598,85","1671,29","1848,82","2110,2","2303,45","2472,44","2710,6","3074,11","3265,35","3660,88","4190,5","4541,69","4924,49","5198,38","5466,77","5505,66","5396,6","6016,63"
Омская область,"Туфли женские закрытые с верхом из натуральной кожи, пара",,,"983,08","1019,47","1008,06","1103,02","1182,75","1317,82","1376,1","1494,91","1595,2","1777,11","1953,24","2116,76","2315,41","2865,93","3114,69","3255,46","3337,03","3569,14",3516,,
Омская область,"Туфли женские закрытые с верхом из искусственной кожи, пара",,,"480,39","506,71","504,1","516,24","525,78","600,72","667,9","736,61","786,9",877,"929,66","979,8","1100,48","1215,12","1292,92","1369,31","1355,81","1400,89","1420,93",,
Омская область,"Туфли женские летние, босоножки  с верхом из искусственной кожи, пара",,,"443,61","481,45","456,02","507,16","575,85","617,48","683,56","743,91","775,43","800,33","851,02","870,82","898,42","958,07","1048,56","1149,75","1190,05","1254,65","1303,41",,
Омская область,"Туфли женские модельные с верхом из натуральной кожи, пара",,,"1255,84","1265,4","1246,68","1290,66","1347,42","1449,96","1577,23","1776,62","1939,51","2073,05","2274,6","2337,94","2638,36","3312,87","3590,39","3822,06","3934,65","4064,76","4118,44","4050,39","4087,89"
Омская область,"Сапоги, ботинки для детей школьного возраста зимние с верхом из натуральной кожи, пара",,,"788,34","799,2","888,6","963,54","1003,43","1031,32","1171,52","1320,73","1390,16","1560,85","1698,26","1839,95","2058,09","2482,45","2698,92","2794,46","2899,68","2932,34","3238,58","3239,67","3475,28"
Омская область,"Ботинки, полуботинки для детей дошкольного возраста, пара",,,"339,62","393,81","401,46","418,61","437,75","486,12","549,94","622,89","690,86","775,46","861,4","931,49","1044,51","1230,88","1362,16","1487,02","1512,81","1562,9","1684,9","1777,41","1871,9"
Омская область,"Туфли детские летние (сандалеты), пара",,,"220,83","237,63","246,42","264,25","275,64","311,98","347,04","384,79","435,2","475,23","525,43","535,64","651,01","788,14","952,51","984,29","937,64","926,26","942,98","956,85","1014,81"
Омская область,"Кроссовые туфли для детей, пара",,,"324,89","351,71","363,91","401,63","432,39","442,66","512,05","572,56","608,8","630,53","647,82","674,46","696,73","911,02","1063,62","1090,68","1057,26","1081,94","1105,52","1164,16","1221,76"
Омская область,"Ботинки, полуботинки для детей школьного возраста, пара",,,"466,48","488,06","529,57","584,46","658,02","681,76","776,7","863,56","945,15","1008,3","1067,34","1063,24","1150,83","1399,26","1564,03","1630,81","1565,88","1689,47","1759,93","1877,39","1910,9"
Омская область,"Обувь домашняя с текстильным верхом для взрослых, пара",,,"90,56","96,38","100,24","115,99","117,06","134,39","160,38","172,33","180,71","195,41","205,54","210,41","231,08","266,14","279,38","274,22","290,62","335,89","324,84","320,4","378,22"
Омская область,"Обувь домашняя с текстильным верхом для детей, пара",,,"59,15","68,17","73,45","85,69","86,49","96,76","114,62","127,67","138,94","155,93","180,13","192,4","218,16","267,68","278,95","251,42","279,69","315,64","317,46","324,03","363,2"
Омская область,"Сапоги, ботинки мужские зимние с верхом из натуральной кожи, пара",,,"1506,72","1499,62","1501,86","1567,06","1631,96","1847,62","1998,22","2179,8","2385,05","2577,16","2772,2","3012,73","3358,3","3946,13","4227,85","4501,03","4662,1","4876,89","4997,84","5176,72","5610,95"
Омская область,"Полуботинки, туфли мужские с верхом из натуральной кожи, пара",,,"1168,71","1170,32","1190,36","1284,83","1349,57","1412,92","1530,93","1665,41","1765,75","1906,71","2042,81","2098,54","2345,94","2891,08","3135,11","3226,47","3233,98","3512,96","3554,14","3584,68","3930,05"
Омская область,"Полуботинки мужские с верхом из искусственной кожи, пара",,,"523,62","547,13","556,59","570,51","601,76","636,61","696,13","779,93","810,36","895,59","1009,04","1005,76","1048,35","1255,77","1394,51","1526,3","1513,63","1597,05","1636,18","1702,29","1888,88"
Омская область,"Кроссовые туфли для взрослых с верхом из искусственной кожи, пара",,,"468,81","513,21","525,52","522,65","562,11","609,9","640,06","700,43","736,28","781,15","805,34","828,62","832,13","959,89","1062,99","1095,78","1123,57","1156,91","1235,55",,
Омская область,"Кроссовые туфли для взрослых с верхом из натуральной кожи, пара",,,"1196,29","1212,22","1210,42","1187,63","1239,68","1280,33","1382,58","1464,51","1478,72","1675,84","1797,23","2052,76","2203,29","2654,15","3105,56","3203,3","3472,62","3591,51","3583,31",,
Омская область,"Сапоги цельнорезиновые для детей, пара",,,"83,95","117,97","126,83","139,19","150,83","168,48","180,77","231,98","245,88","306,2","363,55","419,51","476,6","562,71","601,39","670,81","659,79","693,81","729,55","819,69","867,67"
Омская область,"Сапоги цельнорезиновые для взрослых, пара",,,"126,47","140,39","152,14","162,55","178,02","231,02","242,6","278,04","289,87","353,05","421,02","449,67","518,21","599,81","679,34","651,56","636,73","649,52","669,45","726,79","784,21"
Омская область,"Мыло хозяйственное, 200 г",,,"4,43","4,92","5,12","5,29","5,77","7,06","10,32","11,43","12,28","13,15","14,36","15,72","16,66","21,32","23,28","24,46","26,45","27,55","30,58","36,19","56,27"
Омская область,"Порошок стиральный, кг",,,"42,38","44,23","45,96","48,98","53,58","58,38","69,07","70,14","71,9","77,3","76,98","82,33","90,09","108,28","108,53","106,3","110,93","110,89","116,76","118,93","179,21"
Омская область,"Жидкие чистящие и моющие средства, л",,,,,,,,,"65,11","76,17","80,02","87,59","90,47",95,"106,01","140,81","144,75","133,27","150,57","152,59","164,84","178,34","256,87"
Омская область,"Мыло туалетное, 100 г",,,"6,06","7,06","7,32","7,53","7,86","9,34","11,78","13,21","13,8","14,83","15,31","16,08","16,54","21,24","23,46","23,26","23,58","26,3","28,13","33,38","47,22"
Омская область,"Шампунь, 250 мл",,,"42,42","45,96","46,58","47,22","50,17","53,81","60,82","68,13","66,52","66,45","66,38","69,96","73,75","87,96","96,79","92,86","101,02","110,39","108,41","128,81","172,09"
Омская область,"Духи отечественные, 10 мл",,,"43,96","43,59","48,85","53,16","68,82","81,85",,,,,,,,,,,,,,,
Омская область,"Духи импортные, 10 мл",,,"1404,89","1188,44","681,9","686,1","664,94","696,29",,,,,,,,,,,,,,,
Омская область,"Туалетная вода, 100 мл",,,"112,97","119,62","136,39","139,55","158,16","175,26","197,23","218,26","211,52","223,26","226,66","250,98","282,35","291,93","346,05","380,75","566,06","539,02","552,14","669,08","818,98"
Омская область,"Крем для лица, 100 г (100 мл)",,,,,,,,,"158,06","183,33","190,48","187,49","182,61","187,01","200,11","235,33","253,52","277,44","300,45","330,16","327,28","375,84","524,96"
Омская область,"Крем для рук, 100 г (100 мл)",,,,,,,,,,,,,,,,,,,,"83,3","80,23","93,69","138,92"
Омская область,"Паста зубная, 100 г (100 мл)",,,,"19,27","20,45","21,3","22,78","24,86","28,93","32,21","32,58","34,04","34,66","38,31","44,12","58,71","66,02","64,8","69,59","71,74","72,9","89,61","133,93"
Омская область,"Крем для лица отечественный, 100 г",,,"41,81","48,48","52,51","56,23","57,06","71,58",,,,,,,,,,,,,,,
Омская область,"Крем для лица импортный, 100 мл",,,"241,22","236,78","244,45","226,21","243,17","286,33",,,,,,,,,,,,,,,
Омская область,"Тушь для ресниц, шт.",,,,,,,,,,,,,,"291,2","309,11","371,6","421,89","423,47","421,62","442,09","481,4","516,43","575,72"
Омская область,"Краска для волос, шт.",,,,,,,,,,,,,,,,,"192,99","194,83","189,77","209,59","205,66","218,37","283,31"
Омская область,"Пена для бритья, 200 мл",,,,,,,,,,,,,,,,,,,,"145,08","152,16","169,56","256,72"
Омская область,"Бюстгальтер, шт.",,,"137,87","152,13","165,75","171,81","186,62","226,81","253,48","285,08","303,13","348,54","392,8","441,84","481,39","560,74","601,47","626,58","663,93","784,06","802,47","859,78","999,41"
Омская область,"Сумка женская с верхом из искусственной кожи, шт.",,,"463,24","484,88","489,83","504,25","509,92","564,95","691,3","841,24","914,27","1019,83","1095,67","1248,43","1389,26","1598,71","1655,26","1742,78","1731,67","1876,44","1932,84",,
Омская область,"Ранец, рюкзак для школьников, шт.",,,"208,17","225,6","245,26","269,05","286,29","324,37","369,7","427,35","506,51","586,22","633,86","679,87","767,01","887,47","1050,92","1118,83","1127,06","1299,33","1375,97","1620,55","1965,98"
Омская область,"Зонт, шт.",,,"267,01","261,33","276,75","283,17","280,64","326,51","352,3","396,75","415,33","472,77","522,5","547,02","607,14","730,53","847,53","805,26","836,17","922,11","975,27","1047,82","1219,31"
Омская область,"Щетка зубная, шт.",,,"16,56","15,7","16,64","17,21","17,96","18,81","20,32","23,68","26,48","27,15","27,16","28,69","35,07","48,63","51,52","49,93","57,49","57,42","66,79","75,18",102
Омская область,"Бритвенные станки одноразовые, шт.",,,,,,,,,,,,,,,,,,,,"36,14","37,95","41,81","48,57"
Омская область,"Сумка женская с верхом из натуральной кожи, шт.",,,"1398,99","1481,53","1542,34","1538,82","1624,84","1922,85","2212,72","2636,29","2784,65","3053,01","3465,98","4294,14","5145,17","5675,31","6212,37","6093,36","6058,39","5697,61","6030,75",,
Омская область,"Ремень мужской, шт.",,,,,,,,,,,,,,,,,"534,86","527,31","551,39","852,52","884,35","944,06","965,61"
Омская область,"Тюль, полотно гардинное, м",,,"101,02","115,14","119,64","131,33","131,9","155,23","170,54","180,36","184,33","198,92","206,51","245,73","277,82","314,34","333,07","348,33","379,66","402,12","450,53","518,54","600,04"
Омская область,"Перчатки из натуральной кожи, пара",,,"483,18","495,68","462,14","499,76","509,74","565,91","610,45","651,21","725,14","750,37","771,35","881,57","970,35","1184,84","1358,87","1370,11","1465,55","1815,03","1862,76","1845,62","2144,58"
Омская область,"Рюкзак для взрослых, шт.",,,,,,,,,,,,,,,,,,,,"1857,5","1761,28","1865,06","1896,41"
Омская область,"Платок носовой, шт.",,,,"6,89","6,94","7,33","7,33","7,86","9,35","9,76","10,62","10,94","11,87","11,36","12,27","13,53",,,,,,,
Омская область,"Коляска для новорожденного, шт.",,,,,,,"4649,33","5091,7","5505,63","5975,81","6073,06","6148,86","6323,33","6496,5","8395,41","9304,68","9804,11","10642,96","11884,08","13978,21","15396,05","16687,91","16542,98"
Омская область,"Нитки швейные, катушка",,,"5,4","5,5","5,9","5,92","6,22","6,98","8,14","9,83","10,04","9,91","10,15","10,38","13,72","17,64","18,77","19,24","19,42","19,89","22,73","24,05","33,12"
Омская область,"Папиросы, пачка",,,"2,54","2,82","3,27","3,68","4,32","5,02",,,,,,,,,,,,,,,
Омская область,"Сигареты с фильтром отечественные, пачка",,,"6,63","7,12","7,04","7,73","8,56","9,2","11,16","13,8","16,48","20,37","26,18","35,33","45,98","61,62","70,82","75,15","85,08","97,05","107,37",,
Омская область,"Сигареты без фильтра отечественные, пачка",,,"2,24","2,63","2,79","2,98","3,3","3,72","4,44","6,08","8,62","12,99","19,32",,,,,,,,,,
Омская область,"Сигареты с фильтром зарубежных торговых марок, пачка",,,"27,16","27,52","26,91","28,23","29,6","30,43","34,53","37,7","38,66","42,78","46,66","56,03","68,94","82,52","99,86","111,78","124,99","141,91","151,21",,
Омская область,"Спички, коробок",,,"0,27","0,3","0,33","0,35","0,41","0,48","0,55","0,63","0,77","0,81","0,92","1,02","1,02",1,"1,02","1,02","1,08","1,16","1,54","1,96","2,93"
Омская область,"Шкаф для платья и белья, шт.",,,"3841,44","4010,99","4546,79","4911,52","5345,14","5869,59","6499,41","6795,04","7098,12","7343,1","7359,76","7493,1","8334,01","9432,78","10151,82","9857,35","10727,45","11187,14","12597,74","16191,14","16983,74"
Омская область,"Стол обеденный, шт.",,,"1198,17","1364,94","1430,34","1505,41","1658,39","1757,83","2020,4","2180,83","2279,78","2376,87","2430,94","2619,7","3170,22","3753,33","4164,99","4546,07","4902,82","5743,82","6130,15","6688,65","7408,07"
Омская область,"Набор мягкой мебели, комплект",,,,"13353,34","13005,38","13249,62","13570,23","17420,29","19428,99","20220,53","21180,51","21670,7","23046,26","22875,2","24312,51","25919,37","27578,27","26929,75","27857,53","26079,41",,,
Омская область,"Матрас детский, шт.",,,,,,,,,,,,,,,,,,"2435,87","2468,13","2444,09","2647,8","2839,14","3163,59"
Омская область,"Диван-кровать, шт.",,,"4025,81","4624,49","4886,56","5439,87","6068,59","7353,12","8685,57","9445,37","10030,41","10340,41","10570,17","11461,1","12895,6","14340,01","15332,89","15711,88","16467,09","17739,68","18774,04","20463,5","23286,48"
Омская область,"Набор корпусной мебели, комплект",,,"15840,49","17234,56","19151,71","19788,09","20282,91","21772,15","24181,05","24113,07","24507,47","24439,29","26026,5","25392,73","26823,15","29215,38","27122,48","27596,86","27581,1","27206,3","29293,85","34475,54","35634,24"
Омская область,"Набор мебели для спальни, комплект",,,"17188,35","21931,42","20878,02","20104,54","20369,95","22219,19",,,,,,,,,,,,,,,
Омская область,"Набор кухонной мебели, комплект",,,"9865,94","11994,57","12385,28","13254,28","13443,73","14766,76","15482,34","15497,83","15759,21","15583,53","15615,94",,,,,,,,,,
Омская область,"Стул с мягким сиденьем, шт.",,,"648,25","683,1","640,86","680,96","726,28","802,4","1123,5","1148,78","1217,32","1289,12","1396,91","1510,86","1709,21","1877,67","2010,3","2293,6","2238,64","2114,69","2148,78","2511,69","2777,58"
Омская область,"Шкаф-вешалка для прихожей, шт.",,,"4145,47","4372,27","4345,44","4579,59","5083,32","5510,94","5713,48","5701,78","6026,47","6052,77","6180,1","6264,74","6739,9","7159,57","7679,97","7742,41","8099,79","8813,79","9645,83","11888,83","12443,14"
Омская область,"Шкаф навесной кухонный (полка), двухстворчатый, шт.",,,1013,"1273,77","1205,11","1397,91","1513,78","1600,64","1615,4","1721,08","1750,97","1919,33","1956,59","2136,36","2367,03","3175,39","3415,6","3073,83","2648,91","2687,83","2867,07","3918,42","4576,57"
Омская область,"Кровать для новорожденных,шт.",,,,,,,,,,,,,,,,,,"4696,8","4913,55","5293,92","5287,31","6276,32","8441,54"
Омская область,"Стол рабочий кухонный, шт.",,,"1768,8","1745,38","1894,07","2132,55","2322,87","2300,11","2361,09","2474,27","2619,86","2710,3","2643,01","2827,23","2928,71","3309,67","3327,2","3500,28","3448,12","3438,55","3910,86","5123,96",6144
Омская область,"Табурет для кухни, шт.",,,"203,27","236,82","231,05","257,97","262,98","292,4","323,67","358,73","381,81","414,08","410,33","450,64","459,04","500,31","547,95",533,"598,69","599,66","621,7","665,01","950,98"
Омская область,"Зеркало навесное для ванной комнаты, шт.",,,"324,04","315,82","308,3","306,91","343,2","357,17","372,52","403,02","408,87","440,15",460,"492,14","500,51","637,21","645,57","681,3","722,62","749,06","750,91","854,39","1057,99"
Омская область,"Ковер шерстяной, полушерстяной, м2",,,"408,7","453,7","481,9","481,47","482,89","526,1","1432,67","1585,52","1634,11","2323,36","2419,09","2476,24","2893,68","3968,15","4421,52","4478,53","4853,02","5022,25",,,
Омская область,"Ковер, ковровое покрытие (палас) синтетический, м2",,,"177,83","231,1","242,94","251,57","269,54","303,51","349,91","402,78","433,82","475,99","492,74","452,93","462,79","467,68","476,34","502,55","572,6","594,98","712,88","721,84","801,91"
Омская область,"Кастрюля из эмалированной или нержавеющей стали, шт.",,,"129,63","142,19","159,64","178,72","211,19","228,62","296,3","351,45","370,36","389,39","422,36","448,13","453,01","484,72","500,59","532,14","577,05","613,54","612,97","721,15",
Омская область,"Комплект столовых приборов из нержавеющей стали, комплект на 1 человека",,,"89,98","94,92","96,92","106,16","110,57","144,97","124,49","139,78","144,75","148,56","143,95","143,39","158,5","172,87","224,78","233,34","329,18","334,76","321,03","432,81",
Омская область,"Чайник стальной эмалированный, шт.",,,"171,94","194,13","223,08","229,65","247,05","293,29","364,42","424,77","431,77","445,26","467,98","466,73","510,39","596,77","661,12","685,95","745,54","791,11","856,71","1092,72",
Омская область,"Сковорода с антипригарным покрытием, шт.",,,,,,,,,"706,02","747,17","782,51","759,63","770,42","727,03","764,13","811,74","888,41","915,67","973,33","967,11","984,61","1125,02",
Омская область,"Рюмка, фужер из простого стекла, шт.",,,"17,57","19,4","20,28","22,29","23,92","25,85","27,88","30,17","31,28","31,61","33,56","34,59","37,89","41,34","44,25","49,08","51,69","50,56","56,78","63,72","69,1"
Омская область,"Тарелка обеденная мелкая или глубокая, шт.",,,"13,97","15,96","18,32","19,15","20,24","22,06","28,15","33,42","37,37","40,18","43,34","45,22","51,31","52,29","64,17","66,18","68,4","73,29","79,41","92,91",
Омская область,"Кружка, чашка чайная с блюдцем, шт.",,,"30,34","31,84","33,58","34,27","36,93","37,87","45,05","49,14","51,41","64,63","78,1","84,97","92,38","111,9","136,59","157,9","165,38","177,32","185,35","204,84","213,5"
Омская область,"Часы будильник, шт.",,,"164,86","174,44","188,71","201,69","225,81","271,12","284,82","311,65","348,56","357,23","356,18","372,03","387,17","442,73","473,21","486,93","459,53","471,5","460,38","511,41",
Омская область,"Часы наручные, шт.",,,,,,,"491,69","523,96","563,46","618,47","660,29","655,12","702,49","734,23","727,61","858,32","894,92","912,82","973,03","1051,56","1099,09","1166,8","1358,19"
Омская область,"Электроутюг с терморегулятором, пароувлажнителем, шт.",,,,841,"793,34","795,97","835,41","850,84","946,38","1113,7","1176,2","1243,22","1274,2","1324,65","1593,45","1662,84","1883,36","2025,43","2035,27","2117,31","2167,91","2232,65",
Омская область,"Холодильник двухкамерный, емкостью 250-350 л, отечественный, шт.",,,"9813,91","10181,95","11278,58","11890,83","12461,95","12611,19",,,,,,,,,,,,,,,
Омская область,"Холодильник двухкамерный, емкостью 250-350 л, импортный, шт.",,,"17977,68","18659,16","18627,66","19031,69","17429,83","17204,85",,,,,,,,,,,,,,,
Омская область,"Машина стиральная автоматическая импортная, шт.",,,"11968,42","12584,44","12461,08","12583,34","13586,33","13805,96",,,,,,,,,,,,,,,
Омская область,"Машина стиральная малогабаритная, шт.",,,"1500,46","1516,32","1473,08","1580,12","1753,67","1797,33","1876,27","2092,87","2216,26","2415,93","2489,57",,,,,,,,,,
Омская область,"Электропылесос напольный, шт.",,,"2250,61","2245,93","2225,72","2438,12","2349,85","2449,57","2685,12","2993,79","3081,63","3101,88","3259,7","3274,51","3982,78","4984,69","5036,22","4943,53","5049,18","4593,71","5296,34","6209,35","7525,35"
Омская область,"Электроутюг  мощностью до 1800 Вт, отечественный,  производства стран СНГ или Юго-Восточной Азии, шт.",,,"414,83","422,03","476,51","470,01","491,88","624,45","651,73","873,45","930,15","862,65","877,11",,,,,,,,,,
Омская область,"Лампа электрическая осветительная, шт.",,,"3,74","6,26","6,94","6,71","7,96","8,84","9,96","10,49","10,8","10,21","9,89","9,63","12,02","17,17","18,97","17,41","16,47","18,46","19,85","21,79","26,94"
Омская область,"Машина стиральная автоматическая отечественная, шт.",,,"9110,51","9135,92","11141,27","11018,78","11152,92","11418,46",,,,,,,,,,,,,,,
Омская область,"Светильник потолочный, шт.",,,"283,72","274,95","300,49","304,35","318,22","348,51","380,53","422,61","432,51","447,67","466,06","595,02","695,48","795,06","876,08","904,1","935,73","970,34","899,21","1049,77","1015,08"
Омская область,"Печь микроволновая, шт.",,,"3652,01","3477,62","3479,74","3479,37","3299,18","3210,67","3518,9","4117,32","4322,53","4086,25","4006,65","3931,34","4681,52","5725,15","6118,89","5727,23","6013,96","5266,37","5976,19","6521,6","7336,33"
Омская область,"Плита бытовая, шт.",,,,"6391,45","6205,67","6594,49","6619,69","7315,9","8039,48","9606,84","9980,74","10176,57","10737,42","11077,71","13117,97","13661,73","13930,32","13948,72","14782,75","14647,43","16388,5","17638,49","18592,3"
Омская область,"Электрочайник, шт.",,,,"607,34","727,12","738,07","795,48","841,51","886,25","1022,13","1047,98","1167,99","1218,69","1300,22","1566,01","1812,11","1937,05","1808,86","1960,58","2091,71","2059,17","2044,73","2318,63"
Омская область,"Миксер, блендер, шт.",,,,"412,39","473,21","524,64","572,58","654,45","754,23","899,57","915,38","1023,24","1093,86","1192,76","1499,34","1502,84","1703,82","1527,27","1689,43","1840,97","2233,57","2280,42","2540,58"
Омская область,"Батарейки электрические типа АА, шт.",,,,"5,52","6,14","6,14","6,21","6,61","8,05","9,33","10,34","10,75","11,31","11,74","13,1","16,82","20,82","23,42","27,13","27,87","31,45","32,29",43
Омская область,"Машина стиральная автоматическая, шт.",,,,,,,,,"13115,79","14075,04","13800,92","13592,85","13745,25","13994,64","16921,62","17951,12","17565,28","16963,13","18268,06",17372,"19277,24","20607,04","25779,72"
Омская область,"Холодильник двухкамерный, емкостью 250-360 л, шт.",,,,,,,,,"15008,5","16544,63","16597,54","16212,18","16583,77","16654,2","20993,35","21330,16","21753,69","21531,49","22811,53","22625,46","25039,89","27738,45","34599,85"
Омская область,"Лампа энергосберегающая, шт.",,,,,,,,,,,"103,95","104,49","110,04","110,1","118,15","133,13","139,53","111,37","133,85",148,"158,22","152,22","253,31"
Омская область,"Лампа светодиодная, шт.",,,,,,,,,,,,,,,,,,,,"112,11","101,63","107,95","114,58"
Омская область,"Дрель электрическая, шт.",,,,,,,,,,,,,,"2277,87","2623,21","3384,78","3584,98","3615,82","3814,32","3686,12","4024,39","4103,26","4490,1"
Омская область,"Триммер, шт.",,,,,,,,,,,,,,"2087,6","2728,13","3569,66","3917,19","3903,97","4059,8","4009,68","4590,72","5485,8","6025,56"
Омская область,"Тетрадь школьная, шт.",,,"1,77","1,89","1,99","2,07","2,2","2,23","2,73","3,13","3,64","3,88","3,91","4,11","4,49","5,26","6,29","6,36","6,55",7,"7,08","7,92","11,38"
Омская область,"Бумага туалетная, рулон",,,"3,79","4,47","4,92",5,"5,76","6,09","6,9","7,29","7,8","8,5","9,23","9,49","10,3","11,4","11,56","12,12","12,75","14,1","14,72","16,79","21,82"
Омская область,"Прокладки женские гигиенические ежедневные, 10 шт.",,,,,,,"12,87","13,17","15,27","15,95","16,13","17,54","17,58","18,32","20,72","26,06","26,96","24,84","26,17","27,46",,,
Омская область,"Подгузники детские бумажные, 10 шт.",,,,,,,"70,01","74,38","82,79","97,06","97,03","97,69","98,48","98,64","103,5","130,63","130,03","124,87","127,65","126,56","143,9","147,02","185,9"
Омская область,"Альбом для рисования, шт.",,,"21,1","21,43","22,91","24,18","25,69","28,85","32,53","38,47","41,78","42,7","43,96","44,04","49,3","59,39",62,"67,34","67,6","70,82","75,13","81,37","100,34"
Омская область,"Карандаш чернографитный, шт.",,,"1,82","2,2","2,03","2,04","1,98","2,15","2,77","3,62","4,26","4,65","4,84","5,37","5,8","10,41","10,56","10,35","10,52","12,65","14,14","15,6","18,34"
Омская область,"Набор фломастеров, набор",,,"21,34","22,69","25,17","31,18","35,24","41,31","48,91","60,53","64,41","63,95","67,18","65,43","74,51","118,08","121,44","128,52","119,99","121,45","135,99","155,92","174,14"
Омская область,"Авторучка шариковая, шт.",,,"1,8","1,94","2,21","2,25","2,35","2,42","3,1","4,27","4,63","5,09","5,24","5,14","5,89","10,55",12,"12,42","14,12","14,92","16,06","17,12","20,1"
Омская область,"Ежедневная газета в розницу, шт.",,,"4,37","4,08","5,32","6,17","6,84","7,9","12,55",10,11,"11,17","11,66",12,"11,62","11,68","12,27","12,29","15,75","16,68","17,51",,
Омская область,"Еженедельная газeта в розницу, шт.",,,"6,05","6,62","7,39","7,7","8,25","10,48","14,77","15,29","16,89","17,3","15,33","16,86","18,33","20,31","24,26","24,37","26,46","27,97","29,32",,
Омская область,"Книга детективно-приключенческого жанра, шт.",,,"56,89","63,51","72,17","87,15","96,19","128,58","158,81","184,47","188,6","186,22","202,53","233,09","247,62","266,17","288,69","300,75","294,96","317,21","321,49","331,73",
